"from","to","n_times"
"Quach, Troy","Tan, Savana",2
"Benally, Clint","Wittwer, Jessica",3
"Gomez, Teryn","el-Ramin, Rifqa",2
"Trejo Bucio, Maria","Quach, Troy",2
"Riley, Jeffrey","Gould, Bryana",6
"Cardoza, Taylor","Castillo, Sheija",3
"Cardoza, Taylor","Walston, Montsho",2
"el-Shafi, Layaali","Payne, Briana",3
"al-Halaby, Kameel","Ahuna, Ashish",2
"Quach, Troy","Olsen, Chiara",1
"Sajopha, Simran","Platero, Brandon",2
"Lee, Anderson","Herrera, Jesse",1
"Jordan, Nicholas","Herrera, Jesse",1
"Gonzalez, Dylan","Vialpando, Aliceia",1
"Vialpando, Aliceia","Tran, Robert",1
"Vialpando, Aliceia","Kearns, Nevin",1
"Medina, Jessi","Conrad, Alyssa",2
"Conrad, Alyssa","Littlefield, Min",2
"Crocker, Christopher","Chung, Dana",4
"Dotson, Truman","Walker, Madison",1
"Walker, Madison","Branda, Robyn Jo",2
"Larrea, Jacqueline","Scaman, Philip",2
"Aranda, Ilse","Scaman, Philip",1
"Aranda, Ilse","Larrea, Jacqueline",2
"Thurman, Marcus","Pregnon, Eilish",1
"Zolnir-Groshong, Garrett","Thurman, Marcus",1
"Carrillo Renteria, Alanna","Medina, Anthony",1
"Chang, Vineet","Tamayo, Christopher",5
"Prejean, Eugene","Tamayo, Christopher",5
"Haasis, Garrett","al-El-Sayed, Nazeema",5
"Tamayo, Christopher","al-El-Sayed, Nazeema",1
"Haasis, Garrett","Tamayo, Christopher",1
"Paredes, Antonio","Vigil, Megan",1
"el-Jafri, Maazina","Schmalz, Trina",1
"Schmalz, Trina","Brown, Renata",1
"Murphy, Carrie","Conrad, Alyssa",1
"Sweeney, Eric","al-Naqvi, Sumayya",1
"Robinson, Marcus","el-Zaki, Mudrik",1
"Sweeney, Eric","el-Zaki, Mudrik",13
"Sweeney, Eric","Allison, Kevin",1
"al-Naqvi, Sumayya","Le, Julianna",1
"Le, Julianna","el-Zaki, Mudrik",1
"Jordan, Nicholas","Chen, Parker",2
"Lehman, Shelby","Norton, Dylan",3
"al-Iqbal, Isaam","Starcher, Kelsey",2
"Oakes, Aaron","Starcher, Kelsey",1
"Whitlock, Alexandra","Oakes, Aaron",1
"Garrett, Briana","el-Matar, Muzammil",1
"Gomez, Savannah","el-Matar, Muzammil",2
"al-Mohammed, Abdul Lateef","al-Obeid, Aqeel",2
"el-Ghanem, Naseema","al-Mohammed, Abdul Lateef",1
"Jefferson, Christopher","el-Abdallah, Abeer",1
"Sanchez, Luis","Gagnon, Daimian",1
"Powell, Taylor","Gagnon, Daimian",2
"Oul, Hannah","Stevens, Hunter",2
"al-Jafari, Saafiyya","Stevens, Hunter",1
"Granados Ordonez, Jovani","Stevens, Hunter",1
"Garrett, Briana","Oakes, Aaron",1
"Dalton, Elisha","Fyfe, Kendra",1
"al-Mostafa, Jeelaan","Bolanos, Jeremy",1
"al-Mostafa, Jeelaan","Reed, Stacy",2
"Weber, Stephen","al-Mostafa, Jeelaan",1
"Weber, Stephen","Bolanos, Jeremy",1
"Weber, Stephen","Reed, Stacy",2
"Ungphakorn, Boan","Torres, Jackline",1
"Williamson, Jericho","Middlestadt, Justus",2
"Dintaman, Samuel","Northrup, Karly",1
"Dintaman, Samuel","Urquijo, Yecenia",5
"Veleta, Francisco","Urquijo, Yecenia",3
"Dintaman, Samuel","Valenzuela-Reynosa, Taina",1
"Valenzuela-Reynosa, Taina","Urquijo, Yecenia",1
"Urquijo, Yecenia","Northrup, Karly",3
"Mace, Shailyn","Arvelo, Marissa",1
"Arvelo, Marissa","Funk-Gray, Bailie",1
"Arvelo, Marissa","Huggins, Caitlin",1
"Prado, Trista","el-Abdoo, Hilmi",5
"Habteyesus, Gabriel","Reed, Stacy",8
"Parra, Emanuel","Shuttleworth, Terrence",2
"Parra, Emanuel","Lau, Elizabeth",2
"Borovskikh, Kyle","Lau, Elizabeth",3
"Romero, Brittany","Duncan, Amanda",1
"Romero, Brittany","al-Jafari, Saafiyya",1
"Leung, Remy","Barnes, Casey",2
"Avila, Nikki","Lenahan, Mahalia",3
"Barnes, Casey","Lenahan, Mahalia",3
"el-Ghattas, Saabir","el-Salman, Ramza",7
"Um, Melissa","Casarez, Arnulfo",2
"Johnson, Stetson","Tiger, Alanna",1
"Grob, Rosa","Riley, Aylissa",1
"Villalobos, Angelo","Riley, Aylissa",2
"el-Bacchus, Khaira","Barela, Miguel",4
"el-Bacchus, Khaira","Platero, Dillon",2
"Platero, Dillon","Barela, Miguel",1
"Lamczyk, Shayne","Barela, Miguel",1
"Lamczyk, Shayne","Platero, Dillon",1
"al-Jamil, Mu'taz","al-Arif, Naseeba",1
"Joy, Destinee","al-Jamil, Mu'taz",1
"al-Jamil, Mu'taz","el-Shah, Turki",1
"al-Jamil, Mu'taz","Ho, Shane",2
"Ho, Shane","al-Arif, Naseeba",1
"Joy, Destinee","Ho, Shane",1
"Ho, Shane","el-Shah, Turki",1
"Joy, Destinee","al-Arif, Naseeba",1
"Joy, Destinee","el-Shah, Turki",1
"Ware, Renee","Haasis, Garrett",1
"Haasis, Garrett","Mai, Jason",1
"Zhang, Andy","Christian, Ramon",1
"Singh, Elsa","Fox, Vincent",1
"el-Qadir, Fawzi","Singh, Elsa",1
"Summers, Alex","el-Qadir, Fawzi",1
"Summers, Alex","Singh, Elsa",1
"al-Mohammed, Abdul Lateef","Lopez, Ashley",2
"Kovacs, Aaron","Maes, Mariah",1
"Crowder, Tevis","Bao, Sheldon",16
"Weeks, Madison","Leiva, Jessica",9
"Lial, John","Nelson, Sami",5
"Rodriguez-Gomez, Courtney","Richards, Monica",4
"David, Cynthia","Weston, Julio",1
"David, Cynthia","Richards, Monica",8
"Johnson, Jennifer","Longoria, Gilbert",1
"Longoria, Gilbert","Metts, Tia Shaye",1
"el-Nour, Qaaida","Nosker, Desiree",1
"Mccrimmon, Jake","Barnes, Silvano",4
"Brown, Ahmear","Moore, Timothy",1
"Smothermon, Katherine","el-Shah, Turki",2
"Union, Quinton","Carabajal III, Alisha",3
"Ortiz, Harrison","Melgoza, Michael",2
"el-Arshad, Aatifa","Ortiz, Jesse",1
"al-Farag, Bassil","Lowe, Tyler",1
"Fernandez, Kirstie","Higa, Christian",1
"al-Salahuddin, Aseela","Kailasam, Daniel",6
"Giltner, Malcolm","el-Mohamed, Shukri",2
"Castillo, Aaron","Avalaz, Armandell",1
"Brunson, Go","Williamson, Jericho",1
"el-Kalil, Hasnaa","Cournoyer, Dominique",1
"Vo, Kayla","Davis, Selene",2
"al-Raad, Hamna","al-Mannan, Sakeena",2
"el-Radi, Ghuzaila","al-Mannan, Sakeena",1
"Garcia, Ashley","Hamlin, Donald",1
"Lee, Mitchell","Metoyer, Deja",4
"Summers, Alex","Ware, Renee",3
"Roche, Boyu","Rainy, Kaleb",1
"Thomas, Seth","Rainy, Kaleb",3
"Thomas, Seth","al-Neman, Saamiqa",1
"Smith, Thanh","al-Jan, Fawwaaz",2
"al-Masood, Abdul Haadi","Whitney, Jordan",2
"Crespin, Adrian","Starcher, Kelsey",1
"al-Masood, Abdul Haadi","Starcher, Kelsey",1
"Rodriguez, Gabe","al-Majid, Mubeena",2
"Lo, Diana","al-Majid, Mubeena",1
"Vargas, Zachery","Guerra, Brandon",1
"Ferrelli, Nicholas","Allen, Gequan",1
"Johnson, Kyja","Hunt, Austin",4
"Castaneda Garcia, Joel","Locquiao-Rima, Crystal",1
"Locquiao-Rima, Crystal","Fierro, Elexis",1
"Cardoza, Taylor","Hoffman, Stephanie",1
"Summers, Alex","Vigil, Arianna",1
"Kumar, Sepehr","el-Qadir, Fawzi",2
"el-Qadir, Fawzi","Vigil, Arianna",2
"Jones, Morris","el-Qadir, Fawzi",1
"el-Qadir, Fawzi","Strunk, Rachel",1
"Vigil, Arianna","Bernabo, James",1
"Summers, Alex","Bernabo, James",1
"Kumar, Sepehr","Summers, Alex",2
"Summers, Alex","Jones, Morris",1
"Ho, Maureen","Cranfill, Ryvon",1
"al-Basa, Waneesa","Ho, Maureen",1
"Locquiao-Rima, Crystal","el-Shaheed, Zahra",1
"Aranda, Ilse","Pasang, Christopher",2
"Schuebel, Nicole","Oul, Hannah",1
"Salansky, Renae","Mckenzie, Darian",3
"el-Kamali, Nakheel","Chen, Rohan",2
"Fernandez, Nicole","Sheldon, Audrey",3
"Song, Kathleen","Garcia, Rocio",1
"al-Dia, Juhaina","el-Hamdan, Saabiq",2
"Dorado Garcia, Vanessa","Moore, Brenna",2
"Padilla, Oscar","Thurman, Marcus",2
"al-Iqbal, Isaam","el-Aslam, Husni",3
"al-Farooqui, Saleel","Payne, Briana",1
"Stufflebean, David","Wilson, Olivia",1
"Zolnir-Groshong, Garrett","Brough, Landon",6
"Brough, Landon","Zhang, Andy",1
"Hicks, Danielle","Phillips, Demontrae",2
"Tapia, Oscar","Lau, Elizabeth",1
"Lau, Elizabeth","al-Sesay, Fuaad",1
"Lau, Elizabeth","al-Kazmi, Jaabir",1
"Lau, Elizabeth","Pham, Nedim",1
"Jordan, Nicholas","Vaughn, Christopher",2
"Jordan, Nicholas","Maes, Mariah",2
"el-Abdoo, Hilmi","Chavez, Alex",2
"al-Sharifi, Sakeen","Walker, Madison",1
"al-Sharifi, Sakeen","Moore, Timothy",2
"Brack, Trezen","Irick, Michael",1
"Johnson-Brown, Joshua","Irick, Michael",5
"East, Joseph","Irick, Michael",1
"al-Akel, Husniyya","Sandoval, Stephanie",5
"Chaplinskiy, Liam","Crowell, Anjanet",3
"Platero, Brandon","Filson, Jose",1
"Chen, Rohan","Guo, Holden",5
"Doyle, Kedrick","Guo, Holden",1
"Kim, Jia","Hisel, Keith",1
"el-Shafi, Layaali","Kim, Jia",6
"el-Mohamed, Shukri","Gallegos, Joseph",2
"Bravo Gutierrez, Randee","Lee, Prerit",9
"Chapman, Breea","Sharma, Ashley",1
"Blackmore, Aaron","el-Ayub, Fuaad",1
"Richardson, Abdullahi","Tran, Cole",1
"Hoffman, Vionna","Olson, Joylensia",1
"Tran, Stephen","Hoffman, Vionna",1
"Prejean, Eugene","Hoffman, Vionna",2
"Jenness, Billy","Edmondson, Allison",5
"Jenness, Billy","Cartwright, Jymmetta",1
"Lopez, Joselin","Jenness, Billy",1
"Joy, Destinee","al-Ahmed, Muzaina",1
"Hughes, Prentiss","Mccrimmon, Jake",3
"Hughes, Prentiss","Barnes, Silvano",7
"Olivas, Ashley","Baez-Rodriguez, Lucille",8
"Sayavong, Mariel","Weaver, Tina",1
"Pakpahan, Andrew","Awtrey, Benjamin",2
"Vaughn, Christopher","Kline, Alyssa",1
"Ramirez, Emily","Songer, Joseph",1
"Esquibel, Danielle","Songer, Joseph",2
"Songer, Joseph","Zacarias Paredes, Victor",2
"Esquibel, Danielle","Gould, Bryana",2
"Zacarias Paredes, Victor","Gould, Bryana",1
"Medina, Anthony","Arvelo, Marissa",1
"Powell, Taylor","Hall, Joseph",1
"Oakes, Aaron","Norton, Dylan",1
"Sotelo, Vincent","Norton, Dylan",1
"Lewis, Jenae","el-Mir, Taamir",1
"Artzer, Alexis","Lewis, Jenae",2
"Zacarias Paredes, Victor","Cournoyer, Dominique",1
"Yanez Luna, Jose","Cournoyer, Dominique",1
"Ash, Layne","Mai, Jason",1
"Cheek, Nicholas","Naulls, Cameron",2
"Few, Rickey","Nelson, Sarah",2
"Castaneda Garcia, Joel","Smith, Samantha",1
"Goniea, Brittany","Castaneda Garcia, Joel",2
"Vargas, Zachery","Toy, Rachael",1
"Williams, Shikoni","al-Fayad, Jawhar",1
"Williams, Shikoni","el-Ally, Naqaa",3
"al-Fayad, Jawhar","el-Ally, Naqaa",1
"Veleta, Francisco","Paredes, Antonio",1
"el-Shafi, Layaali","Mansaray, Rachel",2
"Hernandez, Brandon","Nguyen, Kia",1
"Castanon-Banuelos, Breanna","Gallegos, Joseph",1
"Edmunds, Kasey","Verde, Richard",4
"Weeks, Madison","Phillips, Dakaurey",1
"Weeks, Madison","Brainard, Shayla",1
"al-Ansari, Sumayya","Chen, Parker",1
"al-Ansari, Sumayya","Gallegos, Joseph",10
"Herrera, Marissa","Chen, Parker",1
"al-Zaher, Badraan","Moin, Vincent",3
"Baker, Andrea","Few, Rickey",2
"Granados Garcia, Darwyn","Shoup, Mikaela",11
"Kline, Alyssa","Phillips, Demontrae",1
"al-Hashemi, Muthanna","Gallegos Rodriguez, Mayra",1
"al-Hashemi, Muthanna","el-Matar, Muzammil",1
"Gallegos Rodriguez, Mayra","Starcher, Kelsey",1
"Dalton, Elisha","Schwalger, Matthew",1
"Gamboa, Destiny","Mcknight, Jonathan",5
"Lee, Kevin","Brunson, Go",3
"Berger, Alexandria","Metoyer, Deja",1
"Metoyer, Deja","Reynolds, Cindy",1
"Wilson, Destany","Bernabo, James",3
"al-Iqbal, Isaam","Wilson, Destany",3
"Bernabo, James","Mullen III, Alissa",3
"al-Jamil, Mu'taz","Bernabo, James",4
"al-Iqbal, Isaam","Bernabo, James",3
"Hernandez, Brandon","Mullen III, Alissa",1
"Arellano, Alexis","Hernandez, Brandon",2
"al-Jamil, Mu'taz","Hernandez, Brandon",2
"Hernandez, Brandon","Bernabo, James",1
"Chaffin, Desmond","Yanez-Salinas, Johatam",1
"Scott, Ruth","Phillips, Dakaurey",2
"al-Salahuddin, Aseela","Schmer, Logan",3
"Goerner, Rodney","Schmer, Logan",2
"Price, Bria","Schmer, Logan",1
"Mckenzie, Dominique","Trejo Bucio, Maria",1
"Mckenzie, Dominique","Lemus, Judith",2
"Chaffin, Desmond","el-Ally, Naqaa",1
"Cannon, Maya","Lee, Tony",1
"Kalkur, Tuyet","Johnson, Stetson",1
"Cannon, Maya","Johnson, Stetson",1
"Madole, Colton","Nguyen, Julia",1
"Cardoza, Taylor","Nguyen, Julia",3
"Smith, Thanh","Natonabah, Jerod",2
"Smith, Thanh","Cardoza, Taylor",6
"Cardoza, Taylor","Natonabah, Jerod",2
"Williams, Jesse","Flores, Victoria",1
"Desantis, Emily","Clark, Savana",1
"Vo, Collin","Desantis, Emily",1
"Williams, Jesse","Vo, Collin",1
"Breakall, Ashlyn","el-Sesay, Mubaaraka",3
"Eltagonde, An","Riggins, Anngeleeke",1
"Riggins, Anngeleeke","Zhang, Hannah",1
"Lee, Anderson","Hoffman, Stephanie",1
"Mccrimmon, Jake","Medina, Anthony",1
"Whitlock, Alexandra","al-Azizi, Sabiyya",1
"Price, Bria","Pakpahan, Andrew",1
"Pakpahan, Andrew","Locust, Arlene",2
"Ivan, Mckinzee","Kanamu-Santos, Anthony",3
"Union, Quinton","Efagene, Tres",1
"Christian, Ramon","Johnson, Zachary",1
"Efagene, Tres","Christian, Ramon",2
"Efagene, Tres","Metts, Tia Shaye",2
"el-Laham, Yahya","Brack, Trezen",1
"King, Lucy","Brack, Trezen",4
"el-Laham, Yahya","King, Lucy",1
"Montour, Mark","Bolanos, Jeremy",1
"el-Sesay, Mubaaraka","Pasillas Rocha, Cynthia",1
"al-Sharifi, Sakeen","Solis, Angeliqua",1
"al-Sharifi, Sakeen","Platero, Dillon",1
"Hernandez, Leilani","Solis, Angeliqua",2
"Hernandez, Leilani","Platero, Dillon",2
"Hernandez, Leilani","al-Sharifi, Sakeen",2
"Zolnir-Groshong, Garrett","Metoyer, Deja",2
"Harden, Meghan","el-Baccus, Tahaani",1
"Yachai, Andrew","Li, Don",1
"Peralta, Irving","Johnson, Zachary",1
"al-Kamara, Asmar","Grover, Mariah",2
"Ayala, Enrique","Blackmore, Aaron",5
"Ayala, Enrique","Olsen, Chiara",1
"el-Laham, Yahya","Ayala, Enrique",2
"Whitlock, Alexandra","Ayala, Enrique",2
"Richardson, Abdullahi","Medina, Jessi",1
"Hess, Dean","Medina, Jessi",1
"Hess, Dean","Mace, Shailyn",2
"Richardson, Abdullahi","Mace, Shailyn",1
"Harden, Meghan","Smith, Samantha",1
"Puentes Reyes, David","Howard, Shawna",1
"Finney II, Kenneth","Shine, Zacheriah",1
"Avalaz, Armandell","Acosta, Madeline",5
"Breakall, Ashlyn","Guo, Holden",1
"al-Wakim, Aseel","Guo, Holden",2
"Breakall, Ashlyn","Shuttleworth, Terrence",1
"al-Wakim, Aseel","Shuttleworth, Terrence",1
"Reeves, Trevon","el-Aslam, Husni",1
"Holguin, Luis","Duong, Kyle",1
"Bush, Megan","el-Dia, Zaamil",2
"Gor, Autumn","Kim, Noel",1
"Dorado Garcia, Vanessa","el-Hai, Aqeela",1
"Mcgowan, Dominic","Walker, Joseph",9
"Valenzuela-Reynosa, Taina","Nelson, Sarah",5
"Valenzuela-Reynosa, Taina","Fox, Vincent",1
"Patchett, Karlena","Lee, Anderson",1
"Lee, Anderson","Brehm, Oheo",5
"al-Halaby, Kameel","al-Mohammed, Abdul Lateef",2
"al-Sharifi, Sakeen","Moquino, Delray",5
"Vo, Kayla","Payne, Tyler",2
"Cummings, Devon","Lau, Elizabeth",2
"Vigil, Daphney","Cummings, Devon",3
"Vigil, Daphney","Lau, Elizabeth",4
"Flores, Victoria","Young, Deiondre",2
"Meador, Rosemary","Flores, Victoria",1
"Nelson, Brandon","Flores, Victoria",1
"Trejo Bucio, Maria","Flores, Victoria",1
"Trejo Bucio, Maria","Young, Deiondre",2
"Nelson, Brandon","Hammond, De'Jour",2
"Weeks, Madison","Bravo Gutierrez, Randee",1
"Weeks, Madison","Schmer, Logan",1
"Starcer, Lance","Gonzalez, Dylan",1
"al-Naqvi, Sumayya","Starcer, Lance",2
"Starcer, Lance","Agboglo, Joseph",1
"Ernst, Charlotte","Large, Noah",1
"el-Emami, Azzaam","Large, Noah",2
"Morris, Tatyana","el-Emami, Azzaam",1
"Hisel, Keith","Large, Noah",1
"Ernst, Charlotte","Jones, Calvin",1
"Morris, Tatyana","Janicek, Stefanie",3
"Janicek, Stefanie","Large, Noah",1
"Janicek, Stefanie","Jones, Calvin",1
"Janicek, Stefanie","Ernst, Charlotte",2
"Claiborne, Raavyn","Cox, Michael",21
"Marquez, Luis","Cox, Michael",5
"Marquez, Luis","Claiborne, Raavyn",3
"Marquez, Luis","Le, Julianna",4
"el-Farhat, Khaalida","Drewno, Young",2
"Dean, Sydney","Herrera, Jesse",2
"Edmunds, Kasey","Mascarenas-Lucero, Mckenzie",2
"Williams, Jesse","el-Ghanem, Naseema",1
"el-Ghanem, Naseema","Sandoval, Stephanie",1
"Sandoval, Stephanie","Acosta, Madeline",10
"Sweeney, Eric","Atene, Jeremiah",5
"Ka, Elfadly","Morgan, Lacey",2
"Guadiana, Daisy","Villarreal, Aaron",18
"Dawson, Joshua","Castaneda Garcia, Joel",1
"Hubbart, Jeremiah","Torres, Jackline",1
"Cao, Kitty","Calder, Jake",1
"Awtrey, Benjamin","Roberts, Tyler",1
"el-Baccus, Tahaani","Awtrey, Benjamin",1
"Curtis, Kijuan","Wittwer, Jessica",1
"Glenn, Aimis","Walston, Tatyanna",2
"Union, Quinton","Cummings, Devon",1
"Gamboa, Destiny","Madole, Colton",2
"Cummings, Devon","Madole, Colton",2
"Gamboa, Destiny","Cummings, Devon",1
"Zeng, Molly","Rinhart, Jacina",1
"Rinhart, Jacina","Madison, Maha",2
"Myers, Royal","Rinhart, Jacina",1
"el-Akram, Shaheed","Yuen, Veronica",1
"al-Raad, Hamna","Jones, Joseph",2
"Vo, Kayla","Jones, Joseph",1
"Hairston, Dante","Kiflom, Mikayla",3
"Longoria, Gilbert","Payne, Briana",1
"Chu, Andrew","Payne, Briana",2
"Union, Quinton","Johns, Mesel",1
"Kim, Noel","York, Aliyah",5
"Lehman, Shelby","Branda, Robyn Jo",1
"Lehman, Shelby","Marquez, Luis",1
"Diaz Hernandez, Alejandra","Chang, Jacquelyn",1
"Songer, Joseph","Starcher, Kelsey",1
"Krainock, Laura","Learned, Madeleine",1
"Garlan, Geny","Crowell, Anjanet",9
"Garlan, Geny","Rustemeyer, Charneissha",2
"Doyle, Kedrick","Trujillo, Marylou",1
"al-Hannan, Iyaad","Lenahan, Mahalia",1
"al-Hannan, Iyaad","Verde, Richard",2
"al-Hannan, Iyaad","Leung, Remy",1
"al-Hannan, Iyaad","el-Akram, Shaheed",1
"Leung, Remy","Verde, Richard",2
"Lehman, Shelby","Melgoza, Michael",3
"Montague, Rachel","Wolfe, Michelle",3
"Wolfe, Michelle","el-Kalil, Hasnaa",2
"Whittern, Jeffrey","Medina, Jessi",1
"Stringer, Symone","Medina, Jessi",2
"el-Ghanem, Naseema","Whittern, Jeffrey",1
"el-Ghanem, Naseema","Medina, Jessi",4
"el-Ghanem, Naseema","Stringer, Symone",1
"Wallace, Brandon","Johnson, Lilly",2
"Hicks, Danielle","Johnson, Lilly",5
"el-Nazar, Sabaah","Zwaan, Macey",1
"Krainock, Laura","Han, Tommy",2
"Gomez, Teryn","Ramirez, Emily",1
"Lamczyk, Shayne","Hobbs, Torrey",2
"al-Kamal, Haamida","Walston, Montsho",8
"al-Halaby, Kameel","Romero, Perla",1
"al-Halaby, Kameel","O'Connor, Katerina",2
"Cordova, Decia","Rascon, Devon",1
"el-Mansur, Abdut Tawwab","Rascon, Devon",1
"Carlson, Sara","el-Salame, Jeelaan",12
"al-Hakim, Jumail","el-Salame, Jeelaan",4
"Green, Justin","Miller, Kayla",2
"Neal, Samba","Sajopha, Simran",4
"Brainard, Shayla","Zachareas, Shelby",2
"Trejo Bucio, Maria","Hughes, Frederico",2
"Lemus, Judith","Hughes, Frederico",6
"al-Hosein, Kawkab","Paredes, Antonio",2
"Wilson, Olivia","Kocsis, Qin Qin",1
"Ramirez, Emily","Martinez, Aleah",1
"Scott, Ruth","Joyce, Matthew",1
"Scott, Ruth","Granados Ordonez, Jovani",1
"Nichols, Dustin","Dunigan, Justin",2
"Strunk, Rachel","al-El-Sayed, Ghaamid",1
"Weeks, Madison","el-Abdoo, Hilmi",3
"Seichter, Lindsey","al-Rehman, Fikra",2
"al-Rehman, Fikra","Burroughs-Chock, James",1
"el-Ebrahimi, Faseeha","Nguyen, Oming",1
"Hoang, Braydon","Nguyen, Oming",1
"Harvey, Brianna","Skaggs, Gage",3
"Phan, Dulguun","Grover, Mariah",4
"Harvey, Brianna","Phan, Dulguun",5
"Harvey, Brianna","Grover, Mariah",2
"Hill, Darrien","Bravo Gutierrez, Randee",1
"Hill, Darrien","Gallegos, Hiajaira",2
"Thao, Rebekah","al-Amara, Asad",2
"Anderson, Dai Ja","Tiger, Alanna",2
"Tiger, Alanna","Rubio, Talon",1
"Hairston, Dante","Salazar, Sabrina",1
"Dalton, Elisha","Salazar, Sabrina",1
"Price, Bria","Aguilar, Larissa",2
"Rodriguez, Jay","Fernandez, Kirstie",2
"el-Hai, Aqeela","Rodriguez, Jay",1
"al-Siddique, Waail","Rodriguez, Jay",1
"el-Hai, Aqeela","Hobbs, Torrey",1
"Nguyen, Julia","Sandoval, Stephanie",1
"Quach, Troy","Claiborne, Raavyn",1
"Quach, Troy","Nguyen, Kuan-Hsuen",1
"Chavarria, Angela","Mcknight, Jonathan",1
"Sheldon, Audrey","Krumel, Tanner",1
"Sheldon, Audrey","Chavarria, Angela",1
"al-Raad, Hamna","Krumel, Tanner",5
"Fischer, Cyndi","Moquino, Delray",1
"Dintaman, Samuel","Schuebel, Nicole",1
"Dintaman, Samuel","Padilla, Oscar",2
"al-Yousuf, Fawz","Strobel, Tyler",1
"Gonzalez, Dylan","Platero, Dillon",3
"Lieb, Deven","el-Abdoo, Hilmi",2
"el-Abdoo, Hilmi","Welch, Deanna",4
"Lieb, Deven","Baltierra, Lourdes",2
"Jay, Jordon","el-Zahra, Daleel",2
"Jay, Jordon","el-Jafri, Mahaa",1
"al-Akel, Husniyya","Krantz, William",2
"Brough, Landon","el-Radi, Ghuzaila",1
"Arou, Reanna","Martinez, Jasmine",3
"Murphy, Carrie","Vaughn, Christopher",1
"Murphy, Carrie","Vicencio, Latina",1
"Gopalakrishnan, Alexander","Barrett, Benjamin",2
"Barrett, Benjamin","Saunders, Tyler",1
"al-Hashemi, Muthanna","Brase, Bailie",8
"Whitlock, Alexandra","Brase, Bailie",1
"Whitlock, Alexandra","Anders, Joseph",2
"Adolpho-Rivera, Elijah","Danduran, Damion",2
"Adolpho-Rivera, Elijah","Kocsis, Qin Qin",1
"al-Neman, Saamiqa","Danduran, Damion",1
"Martinez, Alejandro","Danduran, Damion",1
"Baca, Jordan","Danduran, Damion",1
"Baca, Jordan","Kocsis, Qin Qin",1
"Kocsis, Qin Qin","al-Neman, Saamiqa",1
"Martinez, Alejandro","Kocsis, Qin Qin",1
"Adolpho-Rivera, Elijah","Whitlock, Alexandra",1
"Whitlock, Alexandra","Danduran, Damion",2
"Whitlock, Alexandra","Baca, Jordan",3
"Whitlock, Alexandra","al-Neman, Saamiqa",1
"Whitlock, Alexandra","Martinez, Alejandro",1
"el-Masri, Rifqa","Williamson, Jericho",1
"Veleta, Francisco","Mcgowan, Dominic",1
"al-Kamal, Haamida","Berhe, Micah",2
"Ngo, Christian","Desantis, Emily",1
"Le, Julianna","Rusch, Sydney",2
"Price, Bria","al-Majid, Mumtaaza",1
"al-Latif, Shukri","Chapa, Austin",7
"Chapa, Austin","Sotelo, Vincent",8
"Box, Dean","Chen, Parker",6
"Jefferson, Christopher","Castanon-Banuelos, Breanna",2
"Lehman, Shelby","Jefferson, Christopher",4
"Herrera, Marissa","Rinhart, Jacina",1
"Dingle, Elissia","el-Younan, Ummu Kulthoom",1
"Anderson, Kentuan","el-Younan, Ummu Kulthoom",1
"Songer, Joseph","Cheek, Nicholas",1
"Vargas, Zachery","Sanchez, Luis",12
"Vargas, Zachery","Wong, Eri",10
"Gonzalez, Dylan","Marquez Orozco, Rosalio",2
"Gomez, Teryn","Gonzalez, Dylan",1
"el-Qadir, Fawzi","Sharr, Tanner",1
"Howard, Colen","Ramirez, Angelica",2
"Lehman, Shelby","Muslimovic, Justin",18
"Muslimovic, Justin","Ayala, Enrique",13
"Salvidrez, Karina","Fisher, Ibashi",1
"Kelly, Brandon","Fisher, Ibashi",1
"Cable, Renae","Weber, Stephen",1
"Chaplinskiy, Liam","Weber, Stephen",1
"Hess, Dean","Pickett, Kolton",1
"Hess, Dean","Rosati, Johnathan",2
"Wallace, Brandon","Pickett, Kolton",1
"Rosati, Johnathan","Wallace, Brandon",1
"el-Zaki, Mudrik","Solis, Angeliqua",8
"Bennett, Olivia","el-Zaki, Mudrik",27
"Bush, Megan","Solis, Angeliqua",2
"Bush, Megan","Bennett, Olivia",15
"Sweeney, Eric","Bennett, Olivia",13
"Bennett, Olivia","Solis, Angeliqua",7
"Parker, Brittany","al-Sesay, Fuaad",1
"Baker, Henry","Parker, Brittany",1
"al-Mostafa, Jeelaan","Calvin, Summer",1
"Smith, Thanh","al-Majid, Mumtaaza",1
"Yanez-Salinas, Johatam","Villarreal, Aaron",1
"Hammons, Malcolm","el-Kalil, Hasnaa",3
"Salansky, Renae","Kiflom, Mikayla",3
"Summers, Alex","Patchett, Karlena",3
"Mcneely, Andrea","Summers, Alex",3
"Terrazas Gonzales, Dania","Shakespeare, Sierra",1
"Brunson, Go","Stirgus, Deshay",3
"Crocker, Christopher","Schott, Darik",3
"el-Kamali, Nakheel","Miller, Brandi",3
"Hinze, Jordan","Aranda, Ilse",1
"Bell, Jessica","Rusch, Sydney",7
"Kim, Noel","Ogsbury-Jones, Dakota",2
"Holt, Gabriel","Ogsbury-Jones, Dakota",3
"Brainard, Shayla","el-Ally, Naqaa",2
"Holguin, Luis","Brainard, Shayla",5
"Brainard, Shayla","Aguilar, Larissa",2
"Vo, Collin","Naulls, Cameron",2
"Mace, Shailyn","Hoffman, Vionna",1
"Hoffman, Vionna","Shuttleworth, Terrence",1
"Mace, Shailyn","Shuttleworth, Terrence",2
